lattice_vec_0,lattice_vec_1,lattice_vec_2,lattice_vec_3,vortex_0,vortex_1,vortex_2,vortex_3,n,k,distance,logical_error_rate,error_bar,shots,errors,p_phenomenological
"[0, 7, 0, 0]","[1, 1, 0, 0]","[0, 4, -1, 0]","[0, 5, 0, -1]",-1,-1,0,0,27,6,2,0.04706395711257948,0.003387040465877199,16042,755,0.0
"[0, 7, 0, 0]","[1, 1, 0, 0]","[0, 4, -1, 0]","[0, 5, 0, -1]",-1,1,0,0,27,6,2,0.043081635370888265,0.003365919632905154,15018,647,0.0
"[0, 7, 0, 0]","[1, 2, 0, 0]","[0, 1, -1, 0]","[0, 5, 0, -1]",0,0,0,0,27,6,2,0.09307192422072916,0.006149631197368471,9079,845,0.0
"[0, 7, 0, 0]","[1, 2, 0, 0]","[0, 1, -1, 0]","[0, 5, 0, -1]",0,-1,0,0,27,6,2,0.08789808917197452,0.015031030424752748,1570,138,0.0
"[0, 7, 0, 0]","[1, 2, 0, 0]","[0, 1, -1, 0]","[0, 5, 0, -1]",0,1,0,0,27,6,2,0.09265702252334737,0.005582038088112751,10922,1012,0.0
"[0, 7, 0, 0]","[1, 2, 0, 0]","[0, 1, -1, 0]","[0, 5, 0, -1]",1,0,0,0,27,6,2,0.06971025339463274,0.005339675839185681,9353,652,0.0
"[0, 7, 0, 0]","[1, 2, 0, 0]","[0, 1, -1, 0]","[0, 5, 0, -1]",1,-1,0,0,27,6,2,0.06703078450844091,0.006584857318671422,6042,405,0.0
"[0, 7, 0, 0]","[1, 2, 0, 0]","[0, 1, -1, 0]","[0, 5, 0, -1]",1,1,0,0,27,6,2,0.06320368474923234,0.005612103104723945,7816,494,0.0
"[0, 7, 0, 0]","[1, 2, 0, 0]","[0, 4, -1, 0]","[0, 3, 0, -1]",0,0,0,0,27,6,1,0.06397678596103358,0.005872660485541123,7237,463,0.0
"[0, 7, 0, 0]","[1, 2, 0, 0]","[0, 4, -1, 0]","[0, 3, 0, -1]",0,-1,0,0,27,6,1,0.07033209591652453,0.0051874311324846545,9967,701,0.0
"[0, 7, 0, 0]","[1, 2, 0, 0]","[0, 4, -1, 0]","[0, 3, 0, -1]",0,1,0,0,27,6,1,0.06500829187396352,0.0036858948180849282,18090,1176,0.0
"[0, 7, 0, 0]","[1, 3, 0, 0]","[0, 5, -1, 0]","[0, 3, 0, -1]",0,0,0,0,27,6,2,0.06529943390604827,0.003495825520909726,20138,1315,0.0
"[0, 7, 0, 0]","[1, 3, 0, 0]","[0, 5, -1, 0]","[0, 3, 0, -1]",0,-1,0,0,27,6,2,0.06587850397799093,0.0043178134017946845,13449,886,0.0
"[0, 7, 0, 0]","[1, 3, 0, 0]","[0, 5, -1, 0]","[0, 3, 0, -1]",0,1,0,0,27,6,2,0.06437768240343347,0.004650078995654144,11417,735,0.0
"[0, 7, 0, 0]","[1, 3, 0, 0]","[0, 6, -1, 0]","[0, 5, 0, -1]",0,0,0,0,27,6,2,0.0808193668528864,0.006154009828471599,8055,651,0.0
"[0, 7, 0, 0]","[1, 3, 0, 0]","[0, 6, -1, 0]","[0, 5, 0, -1]",0,-1,0,0,27,6,2,0.0765013278505954,0.004962439439628874,11673,893,0.0
"[0, 7, 0, 0]","[1, 3, 0, 0]","[0, 6, -1, 0]","[0, 5, 0, -1]",0,1,0,0,27,6,2,0.07745504840940526,0.0053694338521641655,10122,784,0.0
"[0, 7, 0, 0]","[1, 3, 0, 0]","[0, 6, -1, 0]","[0, 5, 0, -1]",-1,0,0,0,27,6,2,0.071661882609126,0.005194027893102332,10103,724,0.0
"[0, 7, 0, 0]","[1, 3, 0, 0]","[0, 6, -1, 0]","[0, 5, 0, -1]",-1,-1,0,0,27,6,2,0.0792276964047936,0.007101750366816165,6008,476,0.0
"[0, 7, 0, 0]","[1, 3, 0, 0]","[0, 6, -1, 0]","[0, 5, 0, -1]",-1,1,0,0,27,6,2,0.0721788570877903,0.005139091626724421,10377,749,0.0
"[0, 7, 0, 0]","[1, 4, 0, 0]","[0, 1, -1, 0]","[0, 3, 0, -1]",0,0,0,0,27,6,2,0.09080784716867986,0.005348101728340743,11673,1060,0.0
"[0, 7, 0, 0]","[1, 4, 0, 0]","[0, 1, -1, 0]","[0, 3, 0, -1]",0,-1,0,0,27,6,2,0.09090909090909091,0.005907707527709513,9625,875,0.0
"[0, 7, 0, 0]","[1, 4, 0, 0]","[0, 1, -1, 0]","[0, 3, 0, -1]",0,1,0,0,27,6,2,0.0971028334925183,0.01085270028464387,3141,305,0.0
"[0, 7, 0, 0]","[1, 4, 0, 0]","[0, 2, -1, 0]","[0, 5, 0, -1]",0,0,0,0,27,6,1,0.065412004069176,0.005059618529977564,9830,643,0.0
"[0, 7, 0, 0]","[1, 4, 0, 0]","[0, 2, -1, 0]","[0, 5, 0, -1]",0,-1,0,0,27,6,1,0.07048217456631607,0.0060913178808716245,7321,516,0.0
"[0, 7, 0, 0]","[1, 4, 0, 0]","[0, 2, -1, 0]","[0, 5, 0, -1]",0,1,0,0,27,6,1,0.06753458096013018,0.007358103471347258,4916,332,0.0
"[0, 7, 0, 0]","[1, 5, 0, 0]","[0, 3, -1, 0]","[0, 5, 0, -1]",0,0,0,0,27,6,2,0.07098612487611497,0.005808722721328888,8072,573,0.0
"[0, 7, 0, 0]","[1, 5, 0, 0]","[0, 3, -1, 0]","[0, 5, 0, -1]",0,-1,0,0,27,6,2,0.07628152969894222,0.0077557728284459865,4916,375,0.0
"[0, 7, 0, 0]","[1, 5, 0, 0]","[0, 3, -1, 0]","[0, 5, 0, -1]",0,1,0,0,27,6,2,0.07278208440999138,0.007829956135006852,4644,338,0.0
"[0, 7, 0, 0]","[1, 5, 0, 0]","[0, 6, -1, 0]","[0, 3, 0, -1]",0,0,0,0,27,6,2,0.08127753303964758,0.005799382587011168,9080,738,0.0
"[0, 7, 0, 0]","[1, 5, 0, 0]","[0, 6, -1, 0]","[0, 3, 0, -1]",0,-1,0,0,27,6,2,0.08076808868652875,0.005474016998856593,10103,816,0.0
"[0, 7, 0, 0]","[1, 5, 0, 0]","[0, 6, -1, 0]","[0, 3, 0, -1]",0,1,0,0,27,6,2,0.08902532617037605,0.009335794546662932,3909,348,0.0
"[0, 7, 0, 0]","[1, 6, 0, 0]","[0, 3, -1, 0]","[0, 3, 0, -1]",0,0,0,0,27,6,1,0.07368652935345302,0.005556351792377082,9079,669,0.0
"[0, 7, 0, 0]","[1, 6, 0, 0]","[0, 3, -1, 0]","[0, 3, 0, -1]",0,-1,0,0,27,6,1,0.0754105007095074,0.0077036331693711435,4933,372,0.0
"[0, 7, 0, 0]","[1, 6, 0, 0]","[0, 3, -1, 0]","[0, 3, 0, -1]",0,1,0,0,27,6,1,0.0818421052631579,0.0051741052900211165,11400,933,0.0
"[0, 7, 0, 0]","[1, 6, 0, 0]","[0, 5, -1, 0]","[0, 5, 0, -1]",0,0,0,0,27,6,1,0.08481110254433308,0.01641567932932396,1297,110,0.0
"[0, 7, 0, 0]","[1, 6, 0, 0]","[0, 5, -1, 0]","[0, 5, 0, -1]",0,-1,0,0,27,6,1,0.07747824241137763,0.007983365634413944,4711,365,0.0
"[0, 7, 0, 0]","[1, 6, 0, 0]","[0, 5, -1, 0]","[0, 5, 0, -1]",0,1,0,0,27,6,1,0.08147005911076843,0.009013980382824721,3891,317,0.0
"[0, 7, 0, 0]","[1, 6, 0, 0]","[0, 5, -1, 0]","[0, 5, 0, -1]",1,0,0,0,27,6,1,0.09495336044008611,0.009261531273840565,4181,397,0.0
"[0, 7, 0, 0]","[1, 6, 0, 0]","[0, 5, -1, 0]","[0, 5, 0, -1]",1,-1,0,0,27,6,1,0.09080784716867986,0.005348101728340743,11673,1060,0.0
"[0, 7, 0, 0]","[1, 6, 0, 0]","[0, 5, -1, 0]","[0, 5, 0, -1]",1,1,0,0,27,6,1,0.09423582874910308,0.00923212833310387,4181,394,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 1, -1, 0]","[0, 2, 0, -1]",0,0,0,0,36,4,1,0.09028694921359107,0.006345312279969206,8329,752,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 1, -1, 0]","[0, 2, 0, -1]",0,-1,0,0,36,4,1,0.09288283658787255,0.006650791363790515,7784,723,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 1, -1, 0]","[0, 2, 0, -1]",0,1,0,0,36,4,1,0.09147212958551691,0.009098154525095922,4198,384,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 1, -1, 0]","[0, 2, 0, -1]",-1,0,0,0,36,4,1,0.10742823320509026,0.0076072162412985644,6758,726,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 1, -1, 0]","[0, 2, 0, -1]",-1,-1,0,0,36,4,1,0.09868928296067848,0.009770816273288352,3891,384,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 1, -1, 0]","[0, 2, 0, -1]",-1,1,0,0,36,4,1,0.08000901510029299,0.008351250008183014,4437,355,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 1, -1, 0]","[0, 2, 0, -1]",1,0,0,0,36,4,1,0.08423784804152902,0.00495440953701308,12714,1071,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 1, -1, 0]","[0, 2, 0, -1]",1,-1,0,0,36,4,1,0.09984909456740443,0.009708614195089754,3976,397,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 1, -1, 0]","[0, 2, 0, -1]",1,1,0,0,36,4,1,0.10434335646363403,0.009999129112330696,3891,406,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 1, -1, 0]","[1, 0, 0, -1]",0,0,0,0,36,4,2,0.08567038033038801,0.00791160092179699,5206,446,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 1, -1, 0]","[1, 0, 0, -1]",0,-1,0,0,36,4,2,0.06309275036167819,0.004408501733357134,12442,785,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 1, -1, 0]","[1, 0, 0, -1]",0,1,0,0,36,4,2,0.05667006687067891,0.005020300306709108,8823,500,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 1, -1, 0]","[1, 0, 0, -1]",-1,0,0,0,36,4,2,0.08215540135355093,0.0051201292520939995,11673,959,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 1, -1, 0]","[1, 0, 0, -1]",-1,-1,0,0,36,4,2,0.046834345186470075,0.004235650961033496,10377,486,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 1, -1, 0]","[1, 0, 0, -1]",-1,1,0,0,36,4,2,0.06996983058714319,0.005579695825932915,8618,603,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 1, -1, 0]","[1, 0, 0, -1]",1,0,0,0,36,4,2,0.06505755662829558,0.004291067324273173,13465,876,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 1, -1, 0]","[1, 0, 0, -1]",1,-1,0,0,36,4,2,0.06031326281529699,0.004879739110116424,9832,593,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 1, -1, 0]","[1, 0, 0, -1]",1,1,0,0,36,4,2,0.07401243759306297,0.004946760335127323,11417,845,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 1, -1, 0]","[2, 1, 0, -1]",0,0,0,0,36,4,2,0.016381942725096972,0.0016765927450712696,24234,397,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 1, -1, 0]","[2, 1, 0, -1]",0,-1,0,0,36,4,2,0.01810278092062169,0.0021294910531505055,16793,304,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 1, -1, 0]","[2, 1, 0, -1]",0,1,0,0,36,4,2,0.015559101789581671,0.0019401872570648706,17546,273,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 1, -1, 0]","[2, 1, 0, -1]",-1,0,0,0,36,4,3,0.004037618789699148,0.0006653649070798764,40618,164,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 1, -1, 0]","[2, 1, 0, -1]",-1,-1,0,0,36,4,3,0.0037327737535562235,0.0005767147919905303,49561,185,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 1, -1, 0]","[2, 1, 0, -1]",-1,1,0,0,36,4,3,0.003986359925075645,0.0006526708424110421,41642,166,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 1, -1, 0]","[2, 1, 0, -1]",1,0,0,0,36,4,3,0.0035335689045936395,0.0005942901494219782,44714,158,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 1, -1, 0]","[2, 1, 0, -1]",1,-1,0,0,36,4,3,0.003479292280320253,0.0005522061560289389,50585,176,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 1, -1, 0]","[2, 1, 0, -1]",1,1,0,0,36,4,3,0.0033229777026229897,0.0005390697725213668,50858,169,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 2, -1, 0]","[0, 2, 0, -1]",0,0,0,0,36,4,1,0.09816995318484892,0.007166575321713775,7049,692,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 2, -1, 0]","[0, 2, 0, -1]",0,-1,0,0,36,4,1,0.08523389379057766,0.0073291620743009545,6007,512,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 2, -1, 0]","[0, 2, 0, -1]",0,1,0,0,36,4,1,0.08587140439932318,0.008326342936560996,4728,406,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 2, -1, 0]","[0, 2, 0, -1]",-1,0,0,0,36,4,1,0.08462523111932868,0.006734749586037286,7031,595,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 2, -1, 0]","[0, 2, 0, -1]",-1,-1,0,0,36,4,1,0.0964349132632154,0.00697507795982838,7321,706,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 2, -1, 0]","[0, 2, 0, -1]",-1,1,0,0,36,4,1,0.10404261986837982,0.011074004890046465,3191,332,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 2, -1, 0]","[0, 2, 0, -1]",1,0,0,0,36,4,1,0.10794726240615272,0.005958231075500697,10922,1179,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 2, -1, 0]","[0, 2, 0, -1]",1,-1,0,0,36,4,1,0.08976660682226212,0.00875018911709742,4456,400,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 2, -1, 0]","[0, 2, 0, -1]",1,1,0,0,36,4,1,0.07949087415946206,0.008609192557071946,4164,331,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 2, -1, 0]","[1, 1, 0, -1]",0,0,0,0,36,4,2,0.06369426751592357,0.008074822290575892,3925,250,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 2, -1, 0]","[1, 1, 0, -1]",0,-1,0,0,36,4,2,0.04881808838643371,0.005013698723958716,7784,380,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 2, -1, 0]","[1, 1, 0, -1]",0,1,0,0,36,4,2,0.04157530041224454,0.0038212690014618744,11401,474,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 2, -1, 0]","[1, 1, 0, -1]",-1,0,0,0,36,4,2,0.08733064811424386,0.00778024054295158,5462,477,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 2, -1, 0]","[1, 1, 0, -1]",-1,-1,0,0,36,4,2,0.05491787684697825,0.0036654904615279413,15769,866,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 2, -1, 0]","[1, 1, 0, -1]",-1,1,0,0,36,4,2,0.06693967553945503,0.004479246576892082,12698,850,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 2, -1, 0]","[1, 1, 0, -1]",1,0,0,0,36,4,2,0.06585312225153914,0.005282639319574178,9096,599,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 2, -1, 0]","[1, 1, 0, -1]",1,-1,0,0,36,4,2,0.05907920154539601,0.004283796831916757,12424,734,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 2, -1, 0]","[1, 1, 0, -1]",1,1,0,0,36,4,2,0.0650952748100011,0.0052607296198182996,9079,591,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 2, -1, 0]","[2, 0, 0, -1]",0,0,0,0,36,4,2,0.01694316978468055,0.001569682289139146,28330,480,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 2, -1, 0]","[2, 0, 0, -1]",0,-1,0,0,36,4,2,0.01662839496397181,0.001652131629750482,25258,420,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 2, -1, 0]","[2, 0, 0, -1]",0,1,0,0,36,4,2,0.016487125591171835,0.0021482035359365256,15224,251,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 2, -1, 0]","[2, 0, 0, -1]",-1,0,0,0,36,4,3,0.004197419572933687,0.000728311605080979,35498,149,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 2, -1, 0]","[2, 0, 0, -1]",-1,-1,0,0,36,4,3,0.003870664214533168,0.0006050132129038232,46762,181,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 2, -1, 0]","[2, 0, 0, -1]",-1,1,0,0,36,4,3,0.0035625556649322644,0.0006117878611333863,42666,152,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 2, -1, 0]","[2, 0, 0, -1]",1,0,0,0,36,4,3,0.004277936219859995,0.0007025598893030784,38570,165,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 2, -1, 0]","[2, 0, 0, -1]",1,-1,0,0,36,4,3,0.0029297259034960087,0.0005087589297181568,50858,149,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[0, 2, -1, 0]","[2, 0, 0, -1]",1,1,0,0,36,4,3,0.0034313922221776297,0.0005531124239904865,49834,171,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 1, -1, 0]","[0, 2, 0, -1]",0,0,0,0,36,4,2,0.06859698324869248,0.004440041409525114,13193,905,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 1, -1, 0]","[0, 2, 0, -1]",0,-1,0,0,36,4,2,0.0729476502082094,0.00451828702667087,13448,981,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 1, -1, 0]","[0, 2, 0, -1]",0,1,0,0,36,4,2,0.0683619760289175,0.00404504216845214,15769,1078,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 1, -1, 0]","[0, 2, 0, -1]",-1,0,0,0,36,4,2,0.07131442269276868,0.004226541314845386,15018,1071,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 1, -1, 0]","[0, 2, 0, -1]",-1,-1,0,0,36,4,2,0.06586628483313141,0.0052882261648267564,9079,598,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 1, -1, 0]","[0, 2, 0, -1]",-1,1,0,0,36,4,2,0.06365368584018102,0.0037931192386023577,16794,1069,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 1, -1, 0]","[0, 2, 0, -1]",1,0,0,0,36,4,2,0.04916376697721405,0.0032730205225324355,17818,876,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 1, -1, 0]","[0, 2, 0, -1]",1,-1,0,0,36,4,2,0.0383299710551706,0.003682596325036397,11401,437,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 1, -1, 0]","[0, 2, 0, -1]",1,1,0,0,36,4,2,0.047137150466045274,0.005029181615413811,7510,354,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 1, -1, 0]","[1, 1, 0, -1]",0,0,0,0,36,4,2,0.022715539494062985,0.002466931578831738,15496,352,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 1, -1, 0]","[1, 1, 0, -1]",0,-1,0,0,36,4,2,0.02126144455747711,0.0030443239158998714,9830,209,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 1, -1, 0]","[1, 1, 0, -1]",0,1,0,0,36,4,3,0.002889593450254846,0.0005111398817100347,49834,144,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 1, -1, 0]","[1, 1, 0, -1]",-1,0,0,0,36,4,3,0.0034544579999125453,0.0005810139909703752,45738,158,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 1, -1, 0]","[1, 1, 0, -1]",-1,-1,0,0,36,4,2,0.018926520567209656,0.0021553508046325137,17066,323,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 1, -1, 0]","[1, 1, 0, -1]",-1,1,0,0,36,4,2,0.020888436758223126,0.0024362195352282436,14745,308,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 1, -1, 0]","[1, 1, 0, -1]",1,0,0,0,36,4,3,0.0022687484368859195,0.00042975625484621737,55978,127,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 1, -1, 0]","[1, 1, 0, -1]",1,-1,0,0,36,4,3,0.0029675273125921446,0.0005009800501522888,52906,157,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 1, -1, 0]","[1, 1, 0, -1]",1,1,0,0,36,4,3,0.0034419176398279043,0.0005601066868002732,48810,168,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 1, -1, 0]","[2, 0, 0, -1]",0,0,0,0,36,4,2,0.06257110352673492,0.0059030637244052026,7032,440,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 1, -1, 0]","[2, 0, 0, -1]",0,-1,0,0,36,4,2,0.06384844764076478,0.004636145024617885,11402,728,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 1, -1, 0]","[2, 0, 0, -1]",0,1,0,0,36,4,2,0.06880601329864122,0.005031557532376413,10377,714,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 1, -1, 0]","[2, 0, 0, -1]",-1,0,0,0,36,4,2,0.0806648511597333,0.005324762252670215,10649,859,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 1, -1, 0]","[2, 0, 0, -1]",-1,-1,0,0,36,4,2,0.0593158953722334,0.004291311765665905,12425,737,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 1, -1, 0]","[2, 0, 0, -1]",-1,1,0,0,36,4,2,0.08248747269690351,0.006319929456206755,7783,642,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 1, -1, 0]","[2, 0, 0, -1]",1,0,0,0,36,4,2,0.06973347937203359,0.007050705317325587,5478,382,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 1, -1, 0]","[2, 0, 0, -1]",1,-1,0,0,36,4,2,0.06609161213563355,0.0038557753478941914,16810,1111,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 1, -1, 0]","[2, 0, 0, -1]",1,1,0,0,36,4,2,0.10300469483568075,0.005916927820545162,10650,1097,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 2, -1, 0]","[0, 2, 0, -1]",0,0,0,0,36,4,2,0.06815728604471859,0.006392960869628386,6485,442,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 2, -1, 0]","[0, 2, 0, -1]",0,-1,0,0,36,4,2,0.07012987012987013,0.005275109647004228,9625,675,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 2, -1, 0]","[0, 2, 0, -1]",0,1,0,0,36,4,2,0.06901688182720954,0.0057432612355735185,8056,556,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 2, -1, 0]","[0, 2, 0, -1]",-1,0,0,0,36,4,2,0.046531667384747954,0.0064434767482867625,4642,216,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 2, -1, 0]","[0, 2, 0, -1]",-1,-1,0,0,36,4,2,0.03918994937183574,0.003851642549880581,10666,418,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 2, -1, 0]","[0, 2, 0, -1]",-1,1,0,0,36,4,2,0.04971176670057647,0.0036270423526102782,14745,733,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 2, -1, 0]","[0, 2, 0, -1]",1,0,0,0,36,4,2,0.07183243382163969,0.005950723436491848,7782,559,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 2, -1, 0]","[0, 2, 0, -1]",1,-1,0,0,36,4,2,0.06097291321171918,0.003581026536862285,18090,1103,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 2, -1, 0]","[0, 2, 0, -1]",1,1,0,0,36,4,2,0.0648258115597783,0.004968306204890652,10104,655,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 2, -1, 0]","[1, 0, 0, -1]",0,0,0,0,36,4,3,0.003816042148801024,0.0006483449399298496,40618,155,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 2, -1, 0]","[1, 0, 0, -1]",0,-1,0,0,36,4,3,0.0030260976832041943,0.000510849032983911,51882,157,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 2, -1, 0]","[1, 0, 0, -1]",0,1,0,0,36,4,3,0.002733100003932518,0.0004928363033282479,50858,139,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 2, -1, 0]","[1, 0, 0, -1]",-1,0,0,0,36,4,3,0.003278016799836099,0.0005476769133816988,48810,160,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 2, -1, 0]","[1, 0, 0, -1]",-1,-1,0,0,36,4,3,0.0030564511620105486,0.0005039879340685911,53657,164,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 2, -1, 0]","[1, 0, 0, -1]",-1,1,0,0,36,4,3,0.002889593450254846,0.0005111398817100347,49834,144,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 2, -1, 0]","[1, 0, 0, -1]",1,0,0,0,36,4,3,0.00399277739630223,0.0006736267093843144,39321,157,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 2, -1, 0]","[1, 0, 0, -1]",1,-1,0,0,36,4,3,0.0028510755436706122,0.0005024561999627938,50858,145,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 2, -1, 0]","[1, 0, 0, -1]",1,1,0,0,36,4,3,0.0021934533852808543,0.0003896372243428793,65194,143,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 2, -1, 0]","[2, 1, 0, -1]",0,0,0,0,36,4,1,0.08613775065387969,0.007541397140635855,5735,494,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 2, -1, 0]","[2, 1, 0, -1]",0,-1,0,0,36,4,1,0.09633272746712285,0.006146396687225025,9353,901,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 2, -1, 0]","[2, 1, 0, -1]",0,1,0,0,36,4,2,0.10219707057256991,0.007915476340544486,6008,614,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 2, -1, 0]","[2, 1, 0, -1]",-1,0,0,0,36,4,1,0.09633107285689445,0.007897250736493985,5751,554,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 2, -1, 0]","[2, 1, 0, -1]",-1,-1,0,0,36,4,1,0.07473460721868365,0.006365686677346313,7065,528,0.0
"[0, 3, 0, 0]","[3, 0, 0, 0]","[1, 2, -1, 0]","[2, 1, 0, -1]",-1,1,0,0,36,4,2,0.09452582883577486,0.00515574702310731,12970,1226,0.0
